id,left,top,right,bottom
"19886",6054452.44571219,3743782.96101881,6054683.38581986,3743582.96101881
"19889",6054452.44571219,3743182.96101881,6054683.38581986,3742982.96101881
"19888",6054452.44571219,3743382.96101881,6054683.38581986,3743182.96101881
"19891",6054452.44571219,3742782.96101881,6054683.38581986,3742582.96101881
"19890",6054452.44571219,3742982.96101881,6054683.38581986,3742782.96101881
"19893",6054452.44571219,3742382.96101881,6054683.38581986,3742182.96101881
"19892",6054452.44571219,3742582.96101881,6054683.38581986,3742382.96101881
"19895",6054452.44571219,3741982.96101881,6054683.38581986,3741782.96101881
"19894",6054452.44571219,3742182.96101881,6054683.38581986,3741982.96101881
"19897",6054452.44571219,3741582.96101881,6054683.38581986,3741382.96101881
"19896",6054452.44571219,3741782.96101881,6054683.38581986,3741582.96101881
"19899",6054452.44571219,3741182.96101881,6054683.38581986,3740982.96101881
"19898",6054452.44571219,3741382.96101881,6054683.38581986,3741182.96101881
"19901",6054452.44571219,3740782.96101881,6054683.38581986,3740582.96101881
"19900",6054452.44571219,3740982.96101881,6054683.38581986,3740782.96101881
"19903",6054452.44571219,3740382.96101881,6054683.38581986,3740182.96101881
"19902",6054452.44571219,3740582.96101881,6054683.38581986,3740382.96101881
"19905",6054452.44571219,3739982.96101881,6054683.38581986,3739782.96101881
"19904",6054452.44571219,3740182.96101881,6054683.38581986,3739982.96101881
"19907",6054452.44571219,3739582.96101881,6054683.38581986,3739382.96101881
"19906",6054452.44571219,3739782.96101881,6054683.38581986,3739582.96101881
"19909",6054452.44571219,3739182.96101881,6054683.38581986,3738982.96101881
"19908",6054452.44571219,3739382.96101881,6054683.38581986,3739182.96101881
"19911",6054452.44571219,3738782.96101881,6054683.38581986,3738582.96101881
"19910",6054452.44571219,3738982.96101881,6054683.38581986,3738782.96101881
"19913",6054452.44571219,3738382.96101881,6054683.38581986,3738182.96101881
"19912",6054452.44571219,3738582.96101881,6054683.38581986,3738382.96101881
"19915",6054452.44571219,3737982.96101881,6054683.38581986,3737782.96101881
"19914",6054452.44571219,3738182.96101881,6054683.38581986,3737982.96101881
"19917",6054452.44571219,3737582.96101881,6054683.38581986,3737382.96101881
"19916",6054452.44571219,3737782.96101881,6054683.38581986,3737582.96101881
"19919",6054452.44571219,3737182.96101881,6054683.38581986,3736982.96101881
"19918",6054452.44571219,3737382.96101881,6054683.38581986,3737182.96101881
"19921",6054452.44571219,3736782.96101881,6054683.38581986,3736582.96101881
"19920",6054452.44571219,3736982.96101881,6054683.38581986,3736782.96101881
"19923",6054452.44571219,3736382.96101881,6054683.38581986,3736182.96101881
"19922",6054452.44571219,3736582.96101881,6054683.38581986,3736382.96101881
"19925",6054452.44571219,3735982.96101881,6054683.38581986,3735782.96101881
"19924",6054452.44571219,3736182.96101881,6054683.38581986,3735982.96101881
"19927",6054452.44571219,3735582.96101881,6054683.38581986,3735382.96101881
"19926",6054452.44571219,3735782.96101881,6054683.38581986,3735582.96101881
"19929",6054452.44571219,3735182.96101881,6054683.38581986,3734982.96101881
"19928",6054452.44571219,3735382.96101881,6054683.38581986,3735182.96101881
"19931",6054452.44571219,3734782.96101881,6054683.38581986,3734582.96101881
"19930",6054452.44571219,3734982.96101881,6054683.38581986,3734782.96101881
"19933",6054452.44571219,3734382.96101881,6054683.38581986,3734182.96101881
"19932",6054452.44571219,3734582.96101881,6054683.38581986,3734382.96101881
"19457",6053932.83046991,3736082.96101881,6054163.77057759,3735882.96101881
"19456",6053932.83046991,3736282.96101881,6054163.77057759,3736082.96101881
"19459",6053932.83046991,3735682.96101881,6054163.77057759,3735482.96101881
"19458",6053932.83046991,3735882.96101881,6054163.77057759,3735682.96101881
"19461",6053932.83046991,3735282.96101881,6054163.77057759,3735082.96101881
"19460",6053932.83046991,3735482.96101881,6054163.77057759,3735282.96101881
"19463",6053932.83046991,3734882.96101881,6054163.77057759,3734682.96101881
"19462",6053932.83046991,3735082.96101881,6054163.77057759,3734882.96101881
"19464",6053932.83046991,3734682.96101881,6054163.77057759,3734482.96101881
"19527",6054106.03555067,3753182.96101881,6054336.97565835,3752982.96101881
"19526",6054106.03555067,3753382.96101881,6054336.97565835,3753182.96101881
"19529",6054106.03555067,3752782.96101881,6054336.97565835,3752582.96101881
"19528",6054106.03555067,3752982.96101881,6054336.97565835,3752782.96101881
"19531",6054106.03555067,3752382.96101881,6054336.97565835,3752182.96101881
"19530",6054106.03555067,3752582.96101881,6054336.97565835,3752382.96101881
"19533",6054106.03555067,3751982.96101881,6054336.97565835,3751782.96101881
"19532",6054106.03555067,3752182.96101881,6054336.97565835,3751982.96101881
"19535",6054106.03555067,3751582.96101881,6054336.97565835,3751382.96101881
"19534",6054106.03555067,3751782.96101881,6054336.97565835,3751582.96101881
"19537",6054106.03555067,3751182.96101881,6054336.97565835,3750982.96101881
"19536",6054106.03555067,3751382.96101881,6054336.97565835,3751182.96101881
"19539",6054106.03555067,3750782.96101881,6054336.97565835,3750582.96101881
"19538",6054106.03555067,3750982.96101881,6054336.97565835,3750782.96101881
"19541",6054106.03555067,3750382.96101881,6054336.97565835,3750182.96101881
"19540",6054106.03555067,3750582.96101881,6054336.97565835,3750382.96101881
"19543",6054106.03555067,3749982.96101881,6054336.97565835,3749782.96101881
"19542",6054106.03555067,3750182.96101881,6054336.97565835,3749982.96101881
"19545",6054106.03555067,3749582.96101881,6054336.97565835,3749382.96101881
"19544",6054106.03555067,3749782.96101881,6054336.97565835,3749582.96101881
"19547",6054106.03555067,3749182.96101881,6054336.97565835,3748982.96101881
"19546",6054106.03555067,3749382.96101881,6054336.97565835,3749182.96101881
"19549",6054106.03555067,3748782.96101881,6054336.97565835,3748582.96101881
"19548",6054106.03555067,3748982.96101881,6054336.97565835,3748782.96101881
"19551",6054106.03555067,3748382.96101881,6054336.97565835,3748182.96101881
"19550",6054106.03555067,3748582.96101881,6054336.97565835,3748382.96101881
"19553",6054106.03555067,3747982.96101881,6054336.97565835,3747782.96101881
"19552",6054106.03555067,3748182.96101881,6054336.97565835,3747982.96101881
"19555",6054106.03555067,3747582.96101881,6054336.97565835,3747382.96101881
"19554",6054106.03555067,3747782.96101881,6054336.97565835,3747582.96101881
"19557",6054106.03555067,3747182.96101881,6054336.97565835,3746982.96101881
"19556",6054106.03555067,3747382.96101881,6054336.97565835,3747182.96101881
"19559",6054106.03555067,3746782.96101881,6054336.97565835,3746582.96101881
"19558",6054106.03555067,3746982.96101881,6054336.97565835,3746782.96101881
"19561",6054106.03555067,3746382.96101881,6054336.97565835,3746182.96101881
"19560",6054106.03555067,3746582.96101881,6054336.97565835,3746382.96101881
"19563",6054106.03555067,3745982.96101881,6054336.97565835,3745782.96101881
"19562",6054106.03555067,3746182.96101881,6054336.97565835,3745982.96101881
"19565",6054106.03555067,3745582.96101881,6054336.97565835,3745382.96101881
"19564",6054106.03555067,3745782.96101881,6054336.97565835,3745582.96101881
"19567",6054106.03555067,3745182.96101881,6054336.97565835,3744982.96101881
"19566",6054106.03555067,3745382.96101881,6054336.97565835,3745182.96101881
"19569",6054106.03555067,3744782.96101881,6054336.97565835,3744582.96101881
"19568",6054106.03555067,3744982.96101881,6054336.97565835,3744782.96101881
"19571",6054106.03555067,3744382.96101881,6054336.97565835,3744182.96101881
"19570",6054106.03555067,3744582.96101881,6054336.97565835,3744382.96101881
"19573",6054106.03555067,3743982.96101881,6054336.97565835,3743782.96101881
"19572",6054106.03555067,3744182.96101881,6054336.97565835,3743982.96101881
"19575",6054106.03555067,3743582.96101881,6054336.97565835,3743382.96101881
"19574",6054106.03555067,3743782.96101881,6054336.97565835,3743582.96101881
"19577",6054106.03555067,3743182.96101881,6054336.97565835,3742982.96101881
"19576",6054106.03555067,3743382.96101881,6054336.97565835,3743182.96101881
"19579",6054106.03555067,3742782.96101881,6054336.97565835,3742582.96101881
"19578",6054106.03555067,3742982.96101881,6054336.97565835,3742782.96101881
"19581",6054106.03555067,3742382.96101881,6054336.97565835,3742182.96101881
"19580",6054106.03555067,3742582.96101881,6054336.97565835,3742382.96101881
"19583",6054106.03555067,3741982.96101881,6054336.97565835,3741782.96101881
"19582",6054106.03555067,3742182.96101881,6054336.97565835,3741982.96101881
"19585",6054106.03555067,3741582.96101881,6054336.97565835,3741382.96101881
"19584",6054106.03555067,3741782.96101881,6054336.97565835,3741582.96101881
"19587",6054106.03555067,3741182.96101881,6054336.97565835,3740982.96101881
"19586",6054106.03555067,3741382.96101881,6054336.97565835,3741182.96101881
"19589",6054106.03555067,3740782.96101881,6054336.97565835,3740582.96101881
"19588",6054106.03555067,3740982.96101881,6054336.97565835,3740782.96101881
"19591",6054106.03555067,3740382.96101881,6054336.97565835,3740182.96101881
"19590",6054106.03555067,3740582.96101881,6054336.97565835,3740382.96101881
"19593",6054106.03555067,3739982.96101881,6054336.97565835,3739782.96101881
"19592",6054106.03555067,3740182.96101881,6054336.97565835,3739982.96101881
"19595",6054106.03555067,3739582.96101881,6054336.97565835,3739382.96101881
"19594",6054106.03555067,3739782.96101881,6054336.97565835,3739582.96101881
"19597",6054106.03555067,3739182.96101881,6054336.97565835,3738982.96101881
"19596",6054106.03555067,3739382.96101881,6054336.97565835,3739182.96101881
"19599",6054106.03555067,3738782.96101881,6054336.97565835,3738582.96101881
"19598",6054106.03555067,3738982.96101881,6054336.97565835,3738782.96101881
"19601",6054106.03555067,3738382.96101881,6054336.97565835,3738182.96101881
"19600",6054106.03555067,3738582.96101881,6054336.97565835,3738382.96101881
"19603",6054106.03555067,3737982.96101881,6054336.97565835,3737782.96101881
"19602",6054106.03555067,3738182.96101881,6054336.97565835,3737982.96101881
"19605",6054106.03555067,3737582.96101881,6054336.97565835,3737382.96101881
"19604",6054106.03555067,3737782.96101881,6054336.97565835,3737582.96101881
"19607",6054106.03555067,3737182.96101881,6054336.97565835,3736982.96101881
"19606",6054106.03555067,3737382.96101881,6054336.97565835,3737182.96101881
"19609",6054106.03555067,3736782.96101881,6054336.97565835,3736582.96101881
"19608",6054106.03555067,3736982.96101881,6054336.97565835,3736782.96101881
"19611",6054106.03555067,3736382.96101881,6054336.97565835,3736182.96101881
"19610",6054106.03555067,3736582.96101881,6054336.97565835,3736382.96101881
"19613",6054106.03555067,3735982.96101881,6054336.97565835,3735782.96101881
"19612",6054106.03555067,3736182.96101881,6054336.97565835,3735982.96101881
"19615",6054106.03555067,3735582.96101881,6054336.97565835,3735382.96101881
"19614",6054106.03555067,3735782.96101881,6054336.97565835,3735582.96101881
"19617",6054106.03555067,3735182.96101881,6054336.97565835,3734982.96101881
"19616",6054106.03555067,3735382.96101881,6054336.97565835,3735182.96101881
"19619",6054106.03555067,3734782.96101881,6054336.97565835,3734582.96101881
"19618",6054106.03555067,3734982.96101881,6054336.97565835,3734782.96101881
"19620",6054106.03555067,3734582.96101881,6054336.97565835,3734382.96101881
"19683",6054279.24063143,3753282.96101881,6054510.1807391,3753082.96101881
"19682",6054279.24063143,3753482.96101881,6054510.1807391,3753282.96101881
"19685",6054279.24063143,3752882.96101881,6054510.1807391,3752682.96101881
"19684",6054279.24063143,3753082.96101881,6054510.1807391,3752882.96101881
"19687",6054279.24063143,3752482.96101881,6054510.1807391,3752282.96101881
"19686",6054279.24063143,3752682.96101881,6054510.1807391,3752482.96101881
"19689",6054279.24063143,3752082.96101881,6054510.1807391,3751882.96101881
"19688",6054279.24063143,3752282.96101881,6054510.1807391,3752082.96101881
"19691",6054279.24063143,3751682.96101881,6054510.1807391,3751482.96101881
"19690",6054279.24063143,3751882.96101881,6054510.1807391,3751682.96101881
"19693",6054279.24063143,3751282.96101881,6054510.1807391,3751082.96101881
"19692",6054279.24063143,3751482.96101881,6054510.1807391,3751282.96101881
"19695",6054279.24063143,3750882.96101881,6054510.1807391,3750682.96101881
"19694",6054279.24063143,3751082.96101881,6054510.1807391,3750882.96101881
"19697",6054279.24063143,3750482.96101881,6054510.1807391,3750282.96101881
"19696",6054279.24063143,3750682.96101881,6054510.1807391,3750482.96101881
"19699",6054279.24063143,3750082.96101881,6054510.1807391,3749882.96101881
"19698",6054279.24063143,3750282.96101881,6054510.1807391,3750082.96101881
"19701",6054279.24063143,3749682.96101881,6054510.1807391,3749482.96101881
"19700",6054279.24063143,3749882.96101881,6054510.1807391,3749682.96101881
"19703",6054279.24063143,3749282.96101881,6054510.1807391,3749082.96101881
"19702",6054279.24063143,3749482.96101881,6054510.1807391,3749282.96101881
"19705",6054279.24063143,3748882.96101881,6054510.1807391,3748682.96101881
"19704",6054279.24063143,3749082.96101881,6054510.1807391,3748882.96101881
"19707",6054279.24063143,3748482.96101881,6054510.1807391,3748282.96101881
"19706",6054279.24063143,3748682.96101881,6054510.1807391,3748482.96101881
"19709",6054279.24063143,3748082.96101881,6054510.1807391,3747882.96101881
"19708",6054279.24063143,3748282.96101881,6054510.1807391,3748082.96101881
"19711",6054279.24063143,3747682.96101881,6054510.1807391,3747482.96101881
"19710",6054279.24063143,3747882.96101881,6054510.1807391,3747682.96101881
"19217",6053759.62538916,3752782.96101881,6053990.56549683,3752582.96101881
"19219",6053759.62538916,3752382.96101881,6053990.56549683,3752182.96101881
"19218",6053759.62538916,3752582.96101881,6053990.56549683,3752382.96101881
"19221",6053759.62538916,3751982.96101881,6053990.56549683,3751782.96101881
"19220",6053759.62538916,3752182.96101881,6053990.56549683,3751982.96101881
"19223",6053759.62538916,3751582.96101881,6053990.56549683,3751382.96101881
"19222",6053759.62538916,3751782.96101881,6053990.56549683,3751582.96101881
"19225",6053759.62538916,3751182.96101881,6053990.56549683,3750982.96101881
"19224",6053759.62538916,3751382.96101881,6053990.56549683,3751182.96101881
"19227",6053759.62538916,3750782.96101881,6053990.56549683,3750582.96101881
"19226",6053759.62538916,3750982.96101881,6053990.56549683,3750782.96101881
"19229",6053759.62538916,3750382.96101881,6053990.56549683,3750182.96101881
"19228",6053759.62538916,3750582.96101881,6053990.56549683,3750382.96101881
"19231",6053759.62538916,3749982.96101881,6053990.56549683,3749782.96101881
"19230",6053759.62538916,3750182.96101881,6053990.56549683,3749982.96101881
"19233",6053759.62538916,3749582.96101881,6053990.56549683,3749382.96101881
"19232",6053759.62538916,3749782.96101881,6053990.56549683,3749582.96101881
"19235",6053759.62538916,3749182.96101881,6053990.56549683,3748982.96101881
"19234",6053759.62538916,3749382.96101881,6053990.56549683,3749182.96101881
"19237",6053759.62538916,3748782.96101881,6053990.56549683,3748582.96101881
"19236",6053759.62538916,3748982.96101881,6053990.56549683,3748782.96101881
"19239",6053759.62538916,3748382.96101881,6053990.56549683,3748182.96101881
"19238",6053759.62538916,3748582.96101881,6053990.56549683,3748382.96101881
"19241",6053759.62538916,3747982.96101881,6053990.56549683,3747782.96101881
"19240",6053759.62538916,3748182.96101881,6053990.56549683,3747982.96101881
"19243",6053759.62538916,3747582.96101881,6053990.56549683,3747382.96101881
"19242",6053759.62538916,3747782.96101881,6053990.56549683,3747582.96101881
"19245",6053759.62538916,3747182.96101881,6053990.56549683,3746982.96101881
"19244",6053759.62538916,3747382.96101881,6053990.56549683,3747182.96101881
"19247",6053759.62538916,3746782.96101881,6053990.56549683,3746582.96101881
"19246",6053759.62538916,3746982.96101881,6053990.56549683,3746782.96101881
"19249",6053759.62538916,3746382.96101881,6053990.56549683,3746182.96101881
"19248",6053759.62538916,3746582.96101881,6053990.56549683,3746382.96101881
"19251",6053759.62538916,3745982.96101881,6053990.56549683,3745782.96101881
"19250",6053759.62538916,3746182.96101881,6053990.56549683,3745982.96101881
"19253",6053759.62538916,3745582.96101881,6053990.56549683,3745382.96101881
"19252",6053759.62538916,3745782.96101881,6053990.56549683,3745582.96101881
"19255",6053759.62538916,3745182.96101881,6053990.56549683,3744982.96101881
"19254",6053759.62538916,3745382.96101881,6053990.56549683,3745182.96101881
"19257",6053759.62538916,3744782.96101881,6053990.56549683,3744582.96101881
"19256",6053759.62538916,3744982.96101881,6053990.56549683,3744782.96101881
"19259",6053759.62538916,3744382.96101881,6053990.56549683,3744182.96101881
"19258",6053759.62538916,3744582.96101881,6053990.56549683,3744382.96101881
"19261",6053759.62538916,3743982.96101881,6053990.56549683,3743782.96101881
"19260",6053759.62538916,3744182.96101881,6053990.56549683,3743982.96101881
"19263",6053759.62538916,3743582.96101881,6053990.56549683,3743382.96101881
"19262",6053759.62538916,3743782.96101881,6053990.56549683,3743582.96101881
"19265",6053759.62538916,3743182.96101881,6053990.56549683,3742982.96101881
"19264",6053759.62538916,3743382.96101881,6053990.56549683,3743182.96101881
"19267",6053759.62538916,3742782.96101881,6053990.56549683,3742582.96101881
"19266",6053759.62538916,3742982.96101881,6053990.56549683,3742782.96101881
"19269",6053759.62538916,3742382.96101881,6053990.56549683,3742182.96101881
"19268",6053759.62538916,3742582.96101881,6053990.56549683,3742382.96101881
"19271",6053759.62538916,3741982.96101881,6053990.56549683,3741782.96101881
"19270",6053759.62538916,3742182.96101881,6053990.56549683,3741982.96101881
"19273",6053759.62538916,3741582.96101881,6053990.56549683,3741382.96101881
"19272",6053759.62538916,3741782.96101881,6053990.56549683,3741582.96101881
"19275",6053759.62538916,3741182.96101881,6053990.56549683,3740982.96101881
"19274",6053759.62538916,3741382.96101881,6053990.56549683,3741182.96101881
"19277",6053759.62538916,3740782.96101881,6053990.56549683,3740582.96101881
"19276",6053759.62538916,3740982.96101881,6053990.56549683,3740782.96101881
"19279",6053759.62538916,3740382.96101881,6053990.56549683,3740182.96101881
"19278",6053759.62538916,3740582.96101881,6053990.56549683,3740382.96101881
"19281",6053759.62538916,3739982.96101881,6053990.56549683,3739782.96101881
"19280",6053759.62538916,3740182.96101881,6053990.56549683,3739982.96101881
"19283",6053759.62538916,3739582.96101881,6053990.56549683,3739382.96101881
"19282",6053759.62538916,3739782.96101881,6053990.56549683,3739582.96101881
"19285",6053759.62538916,3739182.96101881,6053990.56549683,3738982.96101881
"19284",6053759.62538916,3739382.96101881,6053990.56549683,3739182.96101881
"19287",6053759.62538916,3738782.96101881,6053990.56549683,3738582.96101881
"19286",6053759.62538916,3738982.96101881,6053990.56549683,3738782.96101881
"19289",6053759.62538916,3738382.96101881,6053990.56549683,3738182.96101881
"19288",6053759.62538916,3738582.96101881,6053990.56549683,3738382.96101881
"19291",6053759.62538916,3737982.96101881,6053990.56549683,3737782.96101881
"19290",6053759.62538916,3738182.96101881,6053990.56549683,3737982.96101881
"19293",6053759.62538916,3737582.96101881,6053990.56549683,3737382.96101881
"19292",6053759.62538916,3737782.96101881,6053990.56549683,3737582.96101881
"19295",6053759.62538916,3737182.96101881,6053990.56549683,3736982.96101881
"19294",6053759.62538916,3737382.96101881,6053990.56549683,3737182.96101881
"19297",6053759.62538916,3736782.96101881,6053990.56549683,3736582.96101881
"19296",6053759.62538916,3736982.96101881,6053990.56549683,3736782.96101881
"19299",6053759.62538916,3736382.96101881,6053990.56549683,3736182.96101881
"19298",6053759.62538916,3736582.96101881,6053990.56549683,3736382.96101881
"19301",6053759.62538916,3735982.96101881,6053990.56549683,3735782.96101881
"19300",6053759.62538916,3736182.96101881,6053990.56549683,3735982.96101881
"19303",6053759.62538916,3735582.96101881,6053990.56549683,3735382.96101881
"19302",6053759.62538916,3735782.96101881,6053990.56549683,3735582.96101881
"19305",6053759.62538916,3735182.96101881,6053990.56549683,3734982.96101881
"19304",6053759.62538916,3735382.96101881,6053990.56549683,3735182.96101881
"19306",6053759.62538916,3734982.96101881,6053990.56549683,3734782.96101881
"19373",6053932.83046991,3752882.96101881,6054163.77057759,3752682.96101881
"19372",6053932.83046991,3753082.96101881,6054163.77057759,3752882.96101881
"19375",6053932.83046991,3752482.96101881,6054163.77057759,3752282.96101881
"19374",6053932.83046991,3752682.96101881,6054163.77057759,3752482.96101881
"19377",6053932.83046991,3752082.96101881,6054163.77057759,3751882.96101881
"19376",6053932.83046991,3752282.96101881,6054163.77057759,3752082.96101881
"19379",6053932.83046991,3751682.96101881,6054163.77057759,3751482.96101881
"19378",6053932.83046991,3751882.96101881,6054163.77057759,3751682.96101881
"19381",6053932.83046991,3751282.96101881,6054163.77057759,3751082.96101881
"19380",6053932.83046991,3751482.96101881,6054163.77057759,3751282.96101881
"19383",6053932.83046991,3750882.96101881,6054163.77057759,3750682.96101881
"19382",6053932.83046991,3751082.96101881,6054163.77057759,3750882.96101881
"19385",6053932.83046991,3750482.96101881,6054163.77057759,3750282.96101881
"19384",6053932.83046991,3750682.96101881,6054163.77057759,3750482.96101881
"19387",6053932.83046991,3750082.96101881,6054163.77057759,3749882.96101881
"19386",6053932.83046991,3750282.96101881,6054163.77057759,3750082.96101881
"19389",6053932.83046991,3749682.96101881,6054163.77057759,3749482.96101881
"19388",6053932.83046991,3749882.96101881,6054163.77057759,3749682.96101881
"19391",6053932.83046991,3749282.96101881,6054163.77057759,3749082.96101881
"19390",6053932.83046991,3749482.96101881,6054163.77057759,3749282.96101881
"19393",6053932.83046991,3748882.96101881,6054163.77057759,3748682.96101881
"19392",6053932.83046991,3749082.96101881,6054163.77057759,3748882.96101881
"19395",6053932.83046991,3748482.96101881,6054163.77057759,3748282.96101881
"19394",6053932.83046991,3748682.96101881,6054163.77057759,3748482.96101881
"19397",6053932.83046991,3748082.96101881,6054163.77057759,3747882.96101881
"19396",6053932.83046991,3748282.96101881,6054163.77057759,3748082.96101881
"19399",6053932.83046991,3747682.96101881,6054163.77057759,3747482.96101881
"19398",6053932.83046991,3747882.96101881,6054163.77057759,3747682.96101881
"19401",6053932.83046991,3747282.96101881,6054163.77057759,3747082.96101881
"19400",6053932.83046991,3747482.96101881,6054163.77057759,3747282.96101881
"19403",6053932.83046991,3746882.96101881,6054163.77057759,3746682.96101881
"19402",6053932.83046991,3747082.96101881,6054163.77057759,3746882.96101881
"19405",6053932.83046991,3746482.96101881,6054163.77057759,3746282.96101881
"19404",6053932.83046991,3746682.96101881,6054163.77057759,3746482.96101881
"19407",6053932.83046991,3746082.96101881,6054163.77057759,3745882.96101881
"19406",6053932.83046991,3746282.96101881,6054163.77057759,3746082.96101881
"19409",6053932.83046991,3745682.96101881,6054163.77057759,3745482.96101881
"19408",6053932.83046991,3745882.96101881,6054163.77057759,3745682.96101881
"19411",6053932.83046991,3745282.96101881,6054163.77057759,3745082.96101881
"19410",6053932.83046991,3745482.96101881,6054163.77057759,3745282.96101881
"19413",6053932.83046991,3744882.96101881,6054163.77057759,3744682.96101881
"19412",6053932.83046991,3745082.96101881,6054163.77057759,3744882.96101881
"19415",6053932.83046991,3744482.96101881,6054163.77057759,3744282.96101881
"19414",6053932.83046991,3744682.96101881,6054163.77057759,3744482.96101881
"19417",6053932.83046991,3744082.96101881,6054163.77057759,3743882.96101881
"19416",6053932.83046991,3744282.96101881,6054163.77057759,3744082.96101881
"19419",6053932.83046991,3743682.96101881,6054163.77057759,3743482.96101881
"19418",6053932.83046991,3743882.96101881,6054163.77057759,3743682.96101881
"19421",6053932.83046991,3743282.96101881,6054163.77057759,3743082.96101881
"19420",6053932.83046991,3743482.96101881,6054163.77057759,3743282.96101881
"19423",6053932.83046991,3742882.96101881,6054163.77057759,3742682.96101881
"19422",6053932.83046991,3743082.96101881,6054163.77057759,3742882.96101881
"19425",6053932.83046991,3742482.96101881,6054163.77057759,3742282.96101881
"19424",6053932.83046991,3742682.96101881,6054163.77057759,3742482.96101881
"19427",6053932.83046991,3742082.96101881,6054163.77057759,3741882.96101881
"19426",6053932.83046991,3742282.96101881,6054163.77057759,3742082.96101881
"19429",6053932.83046991,3741682.96101881,6054163.77057759,3741482.96101881
"19428",6053932.83046991,3741882.96101881,6054163.77057759,3741682.96101881
"19431",6053932.83046991,3741282.96101881,6054163.77057759,3741082.96101881
"19430",6053932.83046991,3741482.96101881,6054163.77057759,3741282.96101881
"19433",6053932.83046991,3740882.96101881,6054163.77057759,3740682.96101881
"19432",6053932.83046991,3741082.96101881,6054163.77057759,3740882.96101881
"19435",6053932.83046991,3740482.96101881,6054163.77057759,3740282.96101881
"19434",6053932.83046991,3740682.96101881,6054163.77057759,3740482.96101881
"19437",6053932.83046991,3740082.96101881,6054163.77057759,3739882.96101881
"19436",6053932.83046991,3740282.96101881,6054163.77057759,3740082.96101881
"19439",6053932.83046991,3739682.96101881,6054163.77057759,3739482.96101881
"19438",6053932.83046991,3739882.96101881,6054163.77057759,3739682.96101881
"19441",6053932.83046991,3739282.96101881,6054163.77057759,3739082.96101881
"19440",6053932.83046991,3739482.96101881,6054163.77057759,3739282.96101881
"19443",6053932.83046991,3738882.96101881,6054163.77057759,3738682.96101881
"19442",6053932.83046991,3739082.96101881,6054163.77057759,3738882.96101881
"19445",6053932.83046991,3738482.96101881,6054163.77057759,3738282.96101881
"19444",6053932.83046991,3738682.96101881,6054163.77057759,3738482.96101881
"19447",6053932.83046991,3738082.96101881,6054163.77057759,3737882.96101881
"19446",6053932.83046991,3738282.96101881,6054163.77057759,3738082.96101881
"19449",6053932.83046991,3737682.96101881,6054163.77057759,3737482.96101881
"19448",6053932.83046991,3737882.96101881,6054163.77057759,3737682.96101881
"19451",6053932.83046991,3737282.96101881,6054163.77057759,3737082.96101881
"19450",6053932.83046991,3737482.96101881,6054163.77057759,3737282.96101881
"19453",6053932.83046991,3736882.96101881,6054163.77057759,3736682.96101881
"19452",6053932.83046991,3737082.96101881,6054163.77057759,3736882.96101881
"19455",6053932.83046991,3736482.96101881,6054163.77057759,3736282.96101881
"19454",6053932.83046991,3736682.96101881,6054163.77057759,3736482.96101881
"18945",6053413.21522764,3744782.96101881,6053644.15533532,3744582.96101881
"18944",6053413.21522764,3744982.96101881,6053644.15533532,3744782.96101881
"18947",6053413.21522764,3744382.96101881,6053644.15533532,3744182.96101881
"18946",6053413.21522764,3744582.96101881,6053644.15533532,3744382.96101881
"18949",6053413.21522764,3743982.96101881,6053644.15533532,3743782.96101881
"18948",6053413.21522764,3744182.96101881,6053644.15533532,3743982.96101881
"18951",6053413.21522764,3743582.96101881,6053644.15533532,3743382.96101881
"18950",6053413.21522764,3743782.96101881,6053644.15533532,3743582.96101881
"18953",6053413.21522764,3743182.96101881,6053644.15533532,3742982.96101881
"18952",6053413.21522764,3743382.96101881,6053644.15533532,3743182.96101881
"18955",6053413.21522764,3742782.96101881,6053644.15533532,3742582.96101881
"18954",6053413.21522764,3742982.96101881,6053644.15533532,3742782.96101881
"18957",6053413.21522764,3742382.96101881,6053644.15533532,3742182.96101881
"18956",6053413.21522764,3742582.96101881,6053644.15533532,3742382.96101881
"18959",6053413.21522764,3741982.96101881,6053644.15533532,3741782.96101881
"18958",6053413.21522764,3742182.96101881,6053644.15533532,3741982.96101881
"18961",6053413.21522764,3741582.96101881,6053644.15533532,3741382.96101881
"18960",6053413.21522764,3741782.96101881,6053644.15533532,3741582.96101881
"18963",6053413.21522764,3741182.96101881,6053644.15533532,3740982.96101881
"18962",6053413.21522764,3741382.96101881,6053644.15533532,3741182.96101881
"18965",6053413.21522764,3740782.96101881,6053644.15533532,3740582.96101881
"18964",6053413.21522764,3740982.96101881,6053644.15533532,3740782.96101881
"18967",6053413.21522764,3740382.96101881,6053644.15533532,3740182.96101881
"18966",6053413.21522764,3740582.96101881,6053644.15533532,3740382.96101881
"18969",6053413.21522764,3739982.96101881,6053644.15533532,3739782.96101881
"18968",6053413.21522764,3740182.96101881,6053644.15533532,3739982.96101881
"18971",6053413.21522764,3739582.96101881,6053644.15533532,3739382.96101881
"18970",6053413.21522764,3739782.96101881,6053644.15533532,3739582.96101881
"18973",6053413.21522764,3739182.96101881,6053644.15533532,3738982.96101881
"18972",6053413.21522764,3739382.96101881,6053644.15533532,3739182.96101881
"18975",6053413.21522764,3738782.96101881,6053644.15533532,3738582.96101881
"18974",6053413.21522764,3738982.96101881,6053644.15533532,3738782.96101881
"18977",6053413.21522764,3738382.96101881,6053644.15533532,3738182.96101881
