id,left,top,right,bottom
"21165",6055838.08635824,3737582.96101881,6056069.02646592,3737382.96101881
"21164",6055838.08635824,3737782.96101881,6056069.02646592,3737582.96101881
"21167",6055838.08635824,3737182.96101881,6056069.02646592,3736982.96101881
"21166",6055838.08635824,3737382.96101881,6056069.02646592,3737182.96101881
"21169",6055838.08635824,3736782.96101881,6056069.02646592,3736582.96101881
"21168",6055838.08635824,3736982.96101881,6056069.02646592,3736782.96101881
"21171",6055838.08635824,3736382.96101881,6056069.02646592,3736182.96101881
"21170",6055838.08635824,3736582.96101881,6056069.02646592,3736382.96101881
"21173",6055838.08635824,3735982.96101881,6056069.02646592,3735782.96101881
"21172",6055838.08635824,3736182.96101881,6056069.02646592,3735982.96101881
"21175",6055838.08635824,3735582.96101881,6056069.02646592,3735382.96101881
"21174",6055838.08635824,3735782.96101881,6056069.02646592,3735582.96101881
"21177",6055838.08635824,3735182.96101881,6056069.02646592,3734982.96101881
"21176",6055838.08635824,3735382.96101881,6056069.02646592,3735182.96101881
"21179",6055838.08635824,3734782.96101881,6056069.02646592,3734582.96101881
"21178",6055838.08635824,3734982.96101881,6056069.02646592,3734782.96101881
"21181",6055838.08635824,3734382.96101881,6056069.02646592,3734182.96101881
"21180",6055838.08635824,3734582.96101881,6056069.02646592,3734382.96101881
